PT	DT	AU	AA	ED	CA	SP	PN	AE	TI	FT	SO	LA	LS	U1	U2	AB	C1	RI	OI	PA	SC	PI	SS	ID	CN	PY	VL	IS	BP	EP	SN	BN	NR	PG	DI	OA	HC	HP	DA	UT
J		Aydin, D.; Ozkan, K.; Aydin, A.							The combination of amygdalin with some anticancer, antiparasitic, and antigout drugs against MG63, Saos2, SW1353, and FL cells in vitro.		Journal of Medicinal Food					Osteosarcoma has a poor prognosis and survival rate due to inadequate chemotherapy, high recurrence ability, high metastasis potential, and almost no radiotherapy being applied. One of the strategies to solve these problems is to develop the pharmacologically active plant metabolite, amygdalin, in combination therapeutic systems. In this project, the antiproliferative effects of amygdalin alone and in binary or ternary combinations with some anticancer drugs (cisplatin, 5-fluorouracil, oxaliplatin, and camptothecin), antiparasitic drugs (metronidazole and miltefosine), and an antigout drug (colchicine) were examined using human bone osteosarcoma cell lines (MG-63 and Saos2), the chondrosarcoma cell line (SW1353), and the normal human cell line (FL). Known half-maximal inhibitory concentration values of the drugs were taken into consideration, and the recommended combination ratios were used in the Chou-Talalay method. The strong synergistic effect commonly seen in the combination of amygdalin with miltefosine, metronidazole, camptothecin, colchicine, oxaliplatin, 5-fluorouracil, and cisplatin dual drug indicates that these combinations can be used in cancer treatment. The synergistic effect caused by amygdalin decreases toxicity by increasing drug yield. However, amygdalin antagonism seen in several combinations may prevent these pairs from being used together. In combination with antagonistic effects, it may be preferable to use amygdalin alone as it generally causes strong antiproliferative effects. Besides, there is a more potent synergism between amygdalin and triple drug combinations. Overall, these results emphasize that amygdalin combinations in treatment of bone cancer are significant.		Aydin, Davut/AAM-9107-2021; Aydin, Ali/ACM-7774-2022	Aydin, Davut/0000-0001-5011-9286; Aydin, Ali/0000-0002-9550-9111							2021	24	11	1230	1234	1096-620X				10.1089/jmf.2020.0143					FSTA:2022-06-Aj9938
J		Aydin, N.; Kian-Pour, N.; Toker, O. S.							Caramelized white chocolate: effects of production process on quality parameters.		Journal of Food Measurement and Characterization					The impact of different temperatures (110-120 °C) and times (30-120 min) on rheological properties, aroma components, color, browning index, and sensory characteristics of the caramelized white chocolate was examined. Ostwald de Waele model best fitted to flow behavior of the chocolates. The dependency of viscosity on temperature was modeled by the Arrhenius equation. After 90 min of caramelization at 115 °C and 120 °C, the consistency coefficient significantly increased and samples demonstrated doughy structure, with no desirable sensory properties due to the formation of solid particles. The formation of furfural and linalool increased by increasing the time and temperature of caramelization which demonstrated that at 120 °C, the caramelization time should not exceed 90 min otherwise, bitterness flavors, burned and bad taste were sensed. The most desirable samples according to sensory evaluation were at temperatures below 120 °C. Ultimately, the most appropriate process conditions were determined for 110 °C (60-90 min) and 115 °C/60 min. ©The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2021.		KIAN-POUR, Nasim/ABB-9680-2021	KIAN-POUR, Nasim/0000-0001-9558-4077; Aydin, Nurcanan/0000-0002-6003-6158							2021	15	4	3182	3194	2193-4134				10.1007/s11694-021-00890-1					FSTA:2021-12-Ka1010
J		Aydin, S.; Sayin, U.; Sezer, M. O.; Sayar, S.							Antioxidant efficiency of citrus peels on oxidative stability during repetitive deep-fat frying: evaluation with EPR and conventional methods.		Journal of Food Processing and Preservation					Deep-fat frying process is a commonly used procedure for food preparation, and the oxidative stability is an important quality issue for frying oils. In this study, the effect of citrus peel extracts (orange, lemon, mandarin) and BHT (butylated hydroxytoluene; a synthetic antioxidant) on oxidative stability of sunflower oil during the deep-fat frying process was investigated. For this purpose; classic chemical wet methods (free fatty acid, peroxide, p-anisidine, conjugated dienes) and a spectroscopic method (Electron Paramagnetic Resonance [EPR] spectroscopy, spin trapping technique) were used. According to both chemical data and EPR spin trapping results, the antioxidant effects of citrus peel extracts were found to be comparable to BHT. Moreover, the antioxidant effect of lemon peel extract was higher than other citrus peel extracts. EPR spin trapping technique can be used as an earlier and more accurate detection method in determining lipid oxidation during repetitive deep-fat frying. Practical applications. Citrus peels, which are among the by-products of the fruit juice industry, have antioxidant properties. For this reason, citrus peels have the potential to improve the safety, quality, and nutritional value of industrial edible oils. In addition, waste can be reduced and value-added products can be produced by the utilization of citrus peels. EPR spectroscopy is the only technique in which lipid radicals, which are the most important indicators of lipid oxidation in industrial edible oils, can be directly and precisely defined. However, today mostly classical methods are used to measure oil quality. The more sensitive detection of oxidation in industrial edible oils may give us a clearer knowledge about the efficiency of the antioxidant source and the conditions under which they can be used. © 2021 Wiley Periodicals LLC.		Aydin, Sema/ABG-8945-2021; SAYIN, ULKU/CAJ-2061-2022; SEZER, MAHMUT OZGUR OZGUR/CAJ-2011-2022	Aydin, Sema/0000-0002-5287-758X; SAYIN, ULKU/0000-0002-5098-1578; SEZER, MAHMUT OZGUR OZGUR/0000-0002-8415-8440							2021	45	7			1745-4549				10.1111/jfpp.15584					FSTA:2021-11-Ne2567
J		Aydin Shekari; Naghshiband Hassani, R.; Soleimani Aghdam, M.; Mehdi Rezaee; Abbasali Jannatizadeh							The effects of melatonin treatment on cap browning and biochemical attributes of Agaricus bisporus during low temperature storage.		Food Chemistry					Exogenous melatonin application at 0, 1, 10, 100, and 1000 M retarded cap browning of button mushrooms (Agaricus bisporus) by 78.35, 31.40, 30.91, 27.17, and 32.50%, respectively. Mushrooms treated with 100 M melatonin also had lower weight loss and higher firmness. During the first 5 days of storage at 4 °C, higher H2O2 accumulation may serve as a signal for promoting endogenous melatonin accumulation by triggering the expression of TDC, T5H, SNAT, and ASMT genes, beneficial for preserving membrane integrity. Besides, the higher accumulation of phenols in mushrooms treated with 100 M melatonin may be ascribed to higher PAL and lower PPO gene expression and enzyme activity. Moreover, higher DPPH scavenging capacity in mushrooms treated with 100 M melatonin may be ascribed to the higher accumulation of phenols and ascorbic acid. All rights reserved, Elsevier.										2021	348				0308-8146				10.1016/j.foodchem.2021.129074					FSTA:2021-06-Jq8054
J		Aydin Shekari; Naghshiband Hassani, R.; Soleimani Aghdam, M.							Exogenous application of GABA retards cap browning in Agaricus bisporus and its possible mechanism.		Postharvest Biology and Technology					In this study, the effect of exogenous gamma-aminobutyric acid (GABA) at 0 (control), 0.01, 0.1, 1, and 10 mM on cap browning and quality of button mushrooms during 15 d of storage at 4 °C was investigated. GABA at 0.1 mM yielded the lowest cap browning. Weight loss, electrolyte leakage, and malondialdehyde (MDA) content were significantly lower in mushrooms treated with 0.1 mM GABA, while their firmness was higher. The increased accumulation of total phenolic compounds in the 0.1 mM GABA treated mushrooms was associated with a higher expression and activity of phenylalanine ammonia-lyase (PAL) accompanied by a lower expression and activity of polyphenol oxidase (PPO). GABA treatment was capable of reducing H2O2 content and increasing ascorbic acid (AsA) content. Exogenous GABA increased the endogenous GABA content by increasing the expression of the glutamate decarboxylase (GAD) gene and decreasing the expression of the GABA transaminase (GABA-T) gene. Overall, GABA treatment could be employed for retarding cap browning and maintaining the sensory and nutritional quality of button mushrooms during cold storage. All rights reserved, Elsevier.										2021	174				0925-5214				10.1016/j.postharvbio.2020.111434					FSTA:2021-05-Jq6783
J		Aydogdu, T.; Ho, Q. T.; Ahrne, L.; O'Mahony, J. A.; McCarthy, N. A.							The influence of milk minerals and lactose on heat stability and age-thickening of milk protein concentrate systems.		International Dairy Journal					Reconstituted milk protein concentrate (MPC; 80% protein) was mixed with lactose (MPC-Lac) or milk permeate (MPC-Perm) to 20% dry matter (DM) before been evaporated to 45% DM and subsequently spray dried. The pH of protein solutions, measured during evaporation from 20 to 45% DM at 50 °C, decreased from pH 6.64 to pH 6.53 and from 6.1 to 5.95 for MPC-Lac and MPC-Perm, respectively. The particle size and viscosity were greater in MPC-Perm than MPC-Lac solutions after evaporation. However, the heat stability of rehydrated MPC-Perm powder (3.5% protein) were significantly higher than MPC-Lac at pH values between 6.4 and 6.8, which may be attributed to the lower calcium ion concentration in MPC-Perm than in MPC-Lac. This study highlighted the complexity of mineral addition and phase distribution in protein-standardised milk systems; whereby higher levels of mineral addition contribute to viscosity and age thickening, but not necessarily lower heat stability. All rights reserved, Elsevier.		Ahrne, Lilia/O-8617-2018; McCarthy, Noel/B-5550-2017	Ahrne, Lilia/0000-0003-4360-8684; Aydogdu, Tugce/0000-0002-8756-3361; McCarthy, Noel/0000-0003-2874-6018							2021	118				0958-6946				10.1016/j.idairyj.2021.105037					FSTA:2021-08-Pa4156
J		Ayed, R. B.; Hanana, M.							Artificial intelligence to improve the food and agriculture sector.		Journal of Food Quality					The world population is expected to reach over 9 billion by 2050, which will require an increase in agricultural and food production by 70% to fit the need, a serious challenge for the agri-food industry. Such requirement, in a context of resources scarcity, climate change, COVID-19 pandemic, and very harsh socioeconomic conjecture, is difficult to fulfill without the intervention of computational tools and forecasting strategy. Hereby, we report the importance of artificial intelligence and machine learning as a predictive multidisciplinary approach integration to improve the food and agriculture sector, yet with some limitations that should be considered by stakeholders. Copyright © 2021 Rayda Ben Ayed and Mohsen Hanana.										2021	2021				0146-9428				10.1155/2021/5584754					FSTA:2022-06-Ac9293
J		Ayele, H. H.; Latif, S.; Bruins, M. E.; Muller, J.							Partitioning of proteins and anti-nutrients in cassava (Manihot esculenta Crantz) leaf processing fractions after mechanical extraction and ultrafiltration.		Foods					Cassava plays a major role in improving food security and reducing malnutrition. The purpose of this study was to evaluate the influence of mechanical pressing coupled with ultrafiltration (UF) on the quality of different fractions of cassava leaves. Cassava leaves harvested from the greenhouse at the University of Hohenheim were passed through a mechanical screw press to extract the juice and separate the press cake. The juice was centrifuged and filtered to separate the sediment and clear supernatant. The clear supernatant was filtered using a 10 kDa UF system. The nutritional contents of the different fractions were analyzed at each processing step. The total phenolic content was significantly lower in the press cake that had a higher fiber and ash content. The juice and sediment fractions had higher crude protein and total phenolic content. Processing did not negatively affect the concentrations of essential amino acids except for tryptophan in the juice fraction. Non-protein nitrogen was mainly present in the UF permeate, illustrating the potential of UF for upgrading soluble protein fractions. The results indicated that the different fractions during processing could be a possible source of protein for food, feed (juice, sediment, and retentate), or fiber (press cake) for ruminant feed. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.		Latif, Sajid/O-9480-2015; Muller, Joachim/G-1279-2011	Latif, Sajid/0000-0001-8144-3695; Muller, Joachim/0000-0003-4623-5879							2021	10	8			2304-8158				10.3390/foods10081714					FSTA:2022-07-Jh8430
J		Ayeni, A.							Nutrient content of micro/baby-green and field-grown mature foliage of tropical spinach (Amaranthus sp.) and roselle (Hibiscus sabdariffa L.).		Foods					Micro/baby-greens are gaining popularity in human diets as functional foods that deliver superior nutritional values and health benefits to consumers. This study conducted multiple times between 2017 and 2019 under greenhouse conditions and in the field at Rutgers University, New Brunswick, New Jersey, USA, showed that micro/baby-greens from tropical spinach (Amaranthus sp.) and roselle (Hibiscus sabdariffa L.) are rich in digestible carbohydrates, digestible protein, and dietary fiber. On dry weight basis, both vegetables have high relative percentages of P, K, and Mg; and relatively high ppm Fe, Mn, and Zn. Foliage tissues of both species are relatively low in total fat, Ca, and Cu. Between 10 and 20 days after sowing (DAS), percent digestible carbohydrates in fresh foliar tissue increased 100% in tropical spinach and 50% in roselle, while digestible protein dropped 21% in tropical spinach and 50% in roselle. Compared to field grown mature foliage, greenhouse-grown micro/baby-greens were lower in digestible carbohydrates and Ca but higher in digestible protein, P, K, Mg, Fe, Mn, and Zn. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.										2021	10	11			2304-8158				10.3390/foods10112546					FSTA:2022-09-Jq11956
J		Ayerdurai, V.; Garcia-Cruz, A.; Piechowska, J.; Cieplak, M.; Borowicz, P.; Noworyta, K. R.; Spolnik, G.; Danikiewicz, W.; Lisowski, W.; Pietrzyk-Le, A.; D'Souza, F.; Kutner, W.; Sindhu Sharma, P.	Souza, F. d'						Selective impedimetric chemosensing of carcinogenic heterocyclic aromatic amine in pork by dsDNA-mimicking molecularly imprinted polymer film-coated electrodes.		Journal of Agricultural and Food Chemistry					Inspired by the easy intercalation of quinoxaline heterocyclic aromatic amines (HAAs) in double-stranded DNA (dsDNA), we synthesized a nucleobase-functionalized molecularly imprinted polymer (MIP) as the recognition unit of an impedimetric chemosensor for the selective determination of a 2-amino-3,7,8-trimethyl-3H-imidazo[4,5-f]quinoxaline (7,8-DiMeIQx) HAA. HAAs are generated in meat and fish processed at high temperatures. They are considered to be potent hazardous carcinogens. The MIP film was prepared by potentiodynamic electropolymerization of a pre-polymerization complex of two adenine- and one thymine-substituted bis(2,2′-bithien-5-yl)methane functional monomer molecules with one 7,8-DiMeIQx template molecule, in the presence of the 2,4,5,2′,4′,5′-hexa(thiophene-2-yl)-3,3′-bithiophene cross-linking monomer, in solution. The as-formed MIP chemosensor allowed for the selective impedimetric determination of 7,8-DiMeIQx in the 47 to 400 muM linear dynamic concentration range with a limit of detection of 15.5 muM. The chemosensor was successfully applied for 7,8-DiMeIQx determination in the pork meat extract as a proof of concept.		Danikiewicz, Witold/H-2257-2016; Cieplak, Maciej/P-2373-2016	Danikiewicz, Witold/0000-0003-0484-2689; GARCIA CRUZ, ALVARO/0000-0002-6732-0696; Cieplak, Maciej/0000-0002-2663-7259; Noworyta, Krzysztof/0000-0002-9883-1288							2021	69	48	14689	14698	0021-8561				10.1021/acs.jafc.1c05084					FSTA:2022-04-Sj1906
J		Ayesha Ikram; Muhammad Nadeem; Muhammad Imran							Impact of vitamin A supplementation on composition, lipolysis, stability, and sensory of refrigerated stored Cheddar cheese.		Journal of Food Processing and Preservation					In the present investigation, cheese milk was supplemented with vitamin A (retinol palmitate) at four different concentrations, i.e., 3,500, 4,000, 4,500, and 5,000 IU (T1, T2, T3, and T4), respectively. Treatment without supplementation of vitamin A was used as control. Prepared Cheddar cheese samples were stored at 4 °C and further analyzed for vitamin A, organic acids, and fatty acids composition at different stages of ripening using high performance liquid chromatography and gas chromatography-mass spectrometry. Supplementation of vitamin A at all concentrations showed no significant effect on moisture, fat and protein contents of Cheddar cheese. After salting, recovery of vitamin A in control, T1, T2, T3, and T4 was 91.98%, 91.60%, 91.47%, 91.92%, and 91.56%, respectively. Storage period of 90 days significantly affected the fatty acids composition in control and all experimental samples. No significant difference was recorded in free fatty acids, peroxide value, and sensory characteristics in 90-day-old cheese samples. Practical applications. Effect of vitamin A supplementation on retention and stability of Cheddar cheese was first time investigated. These results suggest that vitamin A supplemented Cheddar cheese may be prepared by supplementing the cheese milk from 3,500 to 5,000 IU retinol palmitate with acceptable sensory properties. In modern world, the Cheddar cheese prepared with vitamin A supplementation may have huge market and can be widely used in many countries worldwide as indispensable part of wide range of fast foods and also a part of daily meals in some regions. © 2021 Wiley Periodicals LLC.										2021	45	7			1745-4549				10.1111/jfpp.15651					FSTA:2021-11-Pj5791
J		Ayesha Maryam; Raheel Anwar; Ullah Malik, A.; Ur Raheem, M. I.; Sattar Khan, A.; Ul Hasan, M.; Zahoor Hussain; Zarghona Siddique							Combined aqueous ozone and ultrasound application inhibits microbial spoilage, reduces pesticide residues and maintains storage quality of strawberry fruits.		Journal of Food Measurement and Characterization					Inappropriate use of pesticides and unhygienic supply chains contaminate fresh fruit and vegetables with health-hazardous micro-organisms and chemical residues. Here, combined efficacy of aqueous ozone and ultrasound to disinfect and decontaminate strawberry fruits from food-borne microbial pathogen and pesticide residues was evaluated. Strawberry fruits were exposed to either ozone (flow rate≥3.3 mg min-1 for 125 g strawberry L-1 water) or ultrasound (40 kHz at 100 W) for 3,6 and 9 min. Treatment of strawberry fruits with either ozone or ultrasound for 3 min effectively reduced bacterial survival by 44-fold and 17-fold, respectively, compared to control. Then, strawberry fruits were simultaneously treated with both ozone and ultrasound for 1,2 or 3 min and stored at 20.5 °C and 95% relative humidity for 12 days. Ozone and ultrasound treatment for 3 min was most effective in reducing bacterial survival (98%) and residues of various pesticides (98-99%) compared to control. Strawberry fruits treated with ozone and ultrasound for 3 min exhibited delay in fungal decay by 4 days and 4% reduction in weight loss during cold storage for 12 days. Also, gradual decline in total soluble solids, titratable acidity, pH, ascorbic acid and anthocyanins in cold-stored strawberry fruits was also hindered. Ozone and ultrasound treatment for 3 min also restrained 62% higher catalase, 52% higher peroxidase, and 70% higher superoxide dismutase in strawberry tissues compared to control after 12 days in cold storage. Thus, combined treatment of ozone and ultrasound for 3 min increased marketable life of strawberry fruits for 6 more days under cold storage conditions. Overall, results revealed a positive effect of ozone and ultrasound on disinfecting and decontaminating strawberry fruits along with extending their marketable life under cold storage conditions. ©Springer Science+Business Media, LLC, part of Springer Nature 2020.										2021	15	2	1437	1451	2193-4134				10.1007/s11694-020-00735-3					FSTA:2021-10-Jf13767
J		Ayesha Maryam; Raheel Anwar; Ullah Malik, A.; Aleem Khan, S.							Influence of macro-perforated polyethylene terephthalate and low-density polyethylene packaging films on quality and storability of strawberries.		Journal of Food Processing and Preservation					Perishable nature of strawberry poses serious challenges in maintaining quality and extending its market life. In this study, efficacy of macro-perforated polyethylene terephthalate polyester (PET), low-density polyethylene (LDPE), and composite film packaging (PET+ LDPE) was evaluated to inhibit fungal decay and retain nutritional and organoleptic attributes of strawberries stored at 20.5 °C. Strawberries packed in LPDE exhibited better moisture retention, least fungal infection, and delayed loss of membrane permeability compared to PET+ LDPE and PET. The LDPE film was also more effective in delaying increase in pH and total soluble solids and decline in fruit dry weight, titratable acids, ascorbic acid, and organoleptic acceptability. Overall, marketable life of strawberries packed in LDPE film was 2-and 1.5-fold higher than strawberries packed in either PET or LDPE+ PET, respectively. Higher levels of antioxidant enzymes catalase, superoxide-dismutase, and peroxidase in LDPE-packed strawberries suggest that LDPE retained strawberry quality was partly through maintaining ROS-scavenging mechanism in fruits. Practical applications. Low-density polyethylene film effectively preserves physical and biochemical properties of fresh strawberry fruit and extends its storability under low temperature conditions, an important aspect for long-distance local marketing and export. Findings of this research can be translated to other highly perishable crops and, with basic research support, local packaging industry can be involved to manufacture commodity-specific flexible film packaging. © 2020 Wiley Periodicals LLC.										2021	45	2			1745-4549				10.1111/jfpp.15068					FSTA:2021-06-Jf7881
J		Ayesha Umer; Noman Syed, M.; Mukhtar Tarar, O.; Safia Mushtaq; Nusrat Jalbani; Nida Saleem; Samee Haider, M.; Naveed Ahmad							Biochemical evaluation with reference to nutritional aspects of edible species of crabs collected from the coastal waters of Pakistan.		Journal of Food Composition and Analysis					The commercially important edible crab species from Pakistani waters are Portunus pelagicus, Portunus sanguinolentus, Scylla serrata and Charybdis feriatus. The present study has been designed to investigate the nutritional composition of edible crab species including proximate composition, vitamins, minerals and amino acids content. Among all the species, fat content were found at low levels (0.25%-1.86%), however, the protein content was higher in hard shell crab (S. serrata), i.e. 23.3%, than those in soft shell crabs (P. Pelagicus, P. sanguinolentus and C. feriatus), 16.4%, 14.2% and 15.1%, respectively. Energy value was high in S. serrata (107 kcals/100 g) whereas C. feriatus recorded the lowest value (65.5 kcals/100 g). In terms of amino acid profiling a total of eighteen amino acids were detected from which arginine (19.0 mg/100 g in S. serrata and 9.98 mg/100 g in P. sanguinolentus) and lysine (0.15-6.53 mg/100 g) have shown the highest values with variations in all crab samples. Of the seven minerals examined, calcium was the highest ranging between 292 ppm and 513 ppm followed by zinc (15.7 ppm-47.4 ppm) in all four crab species. Among the vitamins, niacin (Vit B3) recorded the highest value ranging between 16.9 mg/100 g and 49.2 mg/100 g followed by thiamine (Vit B1) and ascorbic acid (Vit C) in all crab samples. The results showed that the crabs contained appreciable amounts of nutrients. The present study findings revealed that the mud crab S. serrata has higher values of nutrients in terms of protein, amino acids, vitamins and minerals than other species. All rights reserved, Elsevier.										2021	100				0889-1575				10.1016/j.jfca.2021.103877					FSTA:2021-09-Re3027
J		Ayetigbo, O.; Latif, S.; Abass, A.; Muller, J.							Drying kinetics and effect of drying conditions on selected physicochemical properties of foam from yellow-fleshed and white-fleshed cassava (Manihot esculenta) varieties.		Food and Bioproducts Processing					Fresh cassava is highly susceptible to rapid post-harvest physiological deterioration due to the high water activity. Therefore, foam mat drying was considered as an alternative drying technique for preservation. The drying kinetics of white-fleshed cassava foam (air volume fraction=0.26, overrun=36.0%) and yellow-fleshed cassava foam (air volume fraction=0.24, overrun=32.2%) were studied. The influence of temperature and foam thickness on moisture removal ratio (MR), drying rate, diffusivity and some important physicochemical properties of the cassava foams (CSF) during drying were researched and compared with those of non-foamed cassava pulp (NFP). The cassava foams were dried to foam powders at temperatures of 50 °C, 65 °C and 80 °C and foam thicknesses of 6 mm, 8 mm and 10 mm. The CSF exhibited two falling rates. The CSF powders had significantly lower total cyanogenic glucosides content compared to the NFP powder, and a high retention of total carotenoids. The dry foam powders had higher lightness/luminosity (L*) values than dry pulp powders. Micrographs revealed interactions between starch granules and the hydrocolloids but microstructure was not affected by increasing temperatures. All rights reserved, Elsevier.		Ayetigbo, Oluwatoyin/AAI-6501-2020								2021	127		454	464	0960-3085				10.1016/j.fbp.2021.04.005					FSTA:2021-09-Jk11485
J		Ayhan, N. K.; Rosenberg, E.							Development of comprehensive liquid chromatography with diode array and mass spectrometric detection for the characterization of (poly-)phenolic and flavonoid compounds and application to asparagus.		Food Chemistry					The main objective of the present work was to develop a method for the simultaneous and comprehensive analysis of (poly-)phenolic and flavonoid compounds with liquid chromatography with diode array and mass spectrometric detection and its application to green asparagus samples. To this end, a representative set of polyphenols was used to develop the method. A through method validation was carried out with these. The method was applied to asparagus samples known as a healthy vegetable being rich in bioactive compounds. Polyphenol contents of asparagus samples were determined by carrying out quantitative and qualitative analyses by LC-DAD-ESI/MS. In this context asparagus sample extracts were obtained using solvents of different polarity. The results were evaluated statistically and showed that rutin is the major phenolic compound in asparagus. This demonstrates the versatility of this rapid and sensitive method for the simultaneous analysis of (poly-)phenolic and flavonoid compounds which was successfully applied to asparagus samples. All rights reserved, Elsevier.										2021	354				0308-8146				10.1016/j.foodchem.2021.129518					FSTA:2021-08-Jq10623
J		Ayhan, N. K.							Investigation of antioxidant properties of chamomile consumed as herbal tea.		Journal of Food Processing and Preservation					Common chamomile is consumed as herbal tea due to its antioxidant properties and biological activities in daily life. In this study, antioxidant activities and total phenolic contents of white and yellow chamomiles were investigated in terms of extraction methods and solvent types. In all extraction methods used for extraction of both chamomiles, the best antioxidant activity and total phenolic results were obtained with water extracts. Also, the best yield was found with sonication-assisted stirring for both chamomile extracts obtained using three extraction solvents. DPPH and ABTS radical scavenging activities obtained by sonication-assisted stirring for water extracts were 10.8860.244 mg TEAC/g and 8.7020.567 mg TEAC/g for white chamomile, and 11.7090.693 mg TEAC/g and 11.1390.514 mg TEAC/g for yellow chamomile. The total phenolic contents were determined as 3.8630.325 mg GAE/g for white chamomile and 5.2250.417 mg GAE/g for yellow chamomile. Novelty impact statement. In this study, the antioxidant properties of white and yellow chamomile were examined in detail in terms of different extraction methods and solvent types. Sonication-assisted stirring and water were determined to be the best extraction method and solvent for both chamomiles. According to the results, it can be stated that chamomile has higher antioxidant properties than white chamomile under the best extraction conditions. © 2021 Wiley Periodicals LLC.										2021	45	2			1745-4549				10.1111/jfpp.15327					FSTA:2021-06-Hn6246
J		Aykas, D. P.; Menevseog, A.							A rapid method to detect green pea and peanut adulteration in pistachio by using portable FT-MIR and FT-NIR spectroscopy combined with chemometrics.		Food Control					In this research, the determination of green pea and peanut adulteration in pistachio by portable Fourier transform mid-infrared (FT-MIR) and Fourier transform near-infrared (FT-NIR) spectroscopy was studied. A rapid method to detect adulteration in pistachio is a necessity in the food industry because of its high commodity value and being one of the most consumed tree nuts. Pistachio nut is a target for economically motivated adulteration, and green pea, spinach, and peanut are the most seen adulterants in pistachio. Portable FT-MIR and FT-NIR spectrometers are simple, non-invasive, rapid, easy to transport, and cheaper alternatives to traditional methods, including chromatography (GC, HPLC), mass-spectroscopy (GC-MS, LC-MS) for the detection of pistachio adulteration. Powdered pistachio samples were adulterated with powdered green pea and peanut samples at different concentrations (5-40%). Spectra were collected with a portable FT-MIR and FT-NIR spectrometers and analyzed by Soft Independent Modeling of Class Analogy (SIMCA) to generate a classification model to authenticate pure pistachio, and Partial Least Square Regression (PLSR) to predict the levels of adulterants in pistachio. SIMCA provided, in both units, very distinct clusters for pure and adulterated samples with inter-class distance (ICD) over 3. Both units also showed superior performance in predicting adulterant levels with rVal>0.99, standard error of prediction (SEP) < 2.5%. Based on SIMCA and PLSR models, portable FT-NIR spectrometer provided more advantages over portable FT-MIR unit because the prediction with the FT-NIR spectrometer was more precise than the FT-MIR unit. Both portable FT-MIR and FT-NIR units can be used as alternative methods to traditional methods and showed great potential for real-time surveillance to detect green pea and peanut adulteration in pistachio. All rights reserved, Elsevier.		MENEVSEOGLU, AHMED/AAA-1336-2021	MENEVSEOGLU, AHMED/0000-0003-2454-7898							2021	121				0956-7135				10.1016/j.foodcont.2020.107670					FSTA:2021-04-Jh5198
J		Aykin-Dincer, E.; Ozdemir, M.; Topuz, A.							Quality characteristics of bone broth powder obtained through Refractance Window drying.		LWT -- Food Science and Technology					The aim of this study was to produce bone broth powder with maximum efficiency and quality through Refractance Window (RW) drying. Concentrated bone broth samples were dried at different water temperatures (50,70 and 90 °C) and sample thicknesses (0.5 and 1 mm) and the quality properties of the obtained powders were compared with those of freeze-dried powder. The thiobarbituric acid reactive substances (TBARS) value was higher in RW-dried powders and increased from 44.92 mumol MDA/kg to 61.13 mumol MDA/kg with the increase in the temperature. The solubility, bulk density and tapped density were also higher in RW-dried powders, and the parameters other than solubility increased with the increase in temperature, while they decreased with the increase in thickness. RW-dried powders had the lower turbidity value and L*, and higher a* and b* values indicating that these samples had a darker color and contained less undissolved particles. In addition, microbiological quality of powders increased as the temperature increased to 90 °C and as sample thickness decreased to 0.5 mm. Moreover, the sensory properties of the soups obtained from powders dried at 50-90 °C and 1 mm had higher scores. All rights reserved, Elsevier.										2021	147				0023-6438				10.1016/j.lwt.2021.111526					FSTA:2021-10-Sa6001
J		Aykin-Dincer, E.							Application of ultrasound-assisted vacuum impregnation for improving the diffusion of salt in beef cubes.		Meat Science					The aim of this study was to investigate the effect of different vacuum impregnation (VI) conditions (Control, VI-250, VI-500, VI-750, US-VI-250, US-VI-500 and US-VI-750) on the salt gain (SG) and water gain (WG) kinetics of beef cubes. The cubes were immersed in brine solution (4 g NaCl/ 100 g solution) and salted at different levels of vacuum (250, 500 and 750 mbar) using VI method with and without ultrasound. The final moisture and salt contents of the cubes were 78.60% and 1.59%, respectively, and the samples were salted the fastest with US-VI-250. Five kinetic models were selected to evaluate the SG and WG kinetics, and Azuara model exhibited the best fit. In addition, the salt (Ds) and moisture (Dw) diffusion coefficients were in the range of 5.94-8.11 * 10-9 m2/s and 5.17-8.64 * 10-9 m2/s, respectively. It can be concluded that the ultrasound-assisted VI could shorten the brining time by improving the salt diffusion in beef cubes. All rights reserved, Elsevier.		Aykin, Elif/C-2354-2016	Aykin, Elif/0000-0003-4427-9819							2021	176				0309-1740				10.1016/j.meatsci.2021.108469					FSTA:2021-08-Sg4515
